Nutrient_Bank_Number,name,value
43103000,Fiber,11.6
43103000,Monosaturated_Fat,23.924
43103000,Polysaturated_Fat,25.491
43103000,Total_Lipid,61.21
43103000,Copper,1.4
43103000,Magnesium,345
43103000,Phosphorus,667
64134025,Water,85.14
76420000,Water,86.8
67202000,Water,88
67202000,Vitamin_C,57.9
67204000,Water,87.9
67204000,Vitamin_C,63.6
71501075,Water,80.68
11553110,Water,84.22
13140710,Water,86.9
64134200,Water,87.28
11553100,Water,84.22
26213170,Cholesterol,882
26213170,Choline,245.9
26213170,Protein,58.94
26213170,Riboflavin,1.247
26213170,Selenium,169.5
26213170,Copper,7.154
26213170,Magnesium,125
26213170,Phosphorus,836
26213170,Potassium,931
67104010,Water,87.7
58125120,Saturated_Fat,12.671
64205010,Water,87.65
67109020,Water,87.8
99997810,Water,85.59
75201020,Water,81.72
75201021,Water,81.72
75201022,Water,81.72
75201023,Water,81.72
67100300,Water,87.68
67100300,Vitamin_C,64.5
61210220,Water,87.22
58503050,Water,81.81
58145113,Water,81.39
67211000,Water,87.6
64104030,Water,87.92
76502000,Water,84.1
61210000,Water,87.22
75513010,Sodium,1263
58509020,Water,84.17
63143010,Water,87.23
11514100,Water,86.5
41602090,Water,82.8
67114020,Water,87.8
67230000,Water,87.9
92511250,Water,87.84
56200300,Water,84.77
56203000,Water,84.77
56203056,Water,84.77
56210000,Water,84.77
75224023,Water,82.29
92530610,Water,88.1
67203500,Water,88.1
27315270,Beta_Carotene,3942
64101010,Water,88.24
64104010,Water,88.24
75503090,Water,85.08
95310400,Water,88.05
27320100,Lycopene,3597
61210250,Water,87.22
61213900,Water,87.22
63101120,Water,88.22
95310750,Water,88.45
95310560,Water,88.45
89901030,Water,84.91
58508300,Water,81.7
67109000,Water,88.1
67203400,Water,88.2
41601110,Water,80.95
41602010,Water,80.95
41602030,Water,80.95
56202960,Water,83.44
56203040,Water,83.44
56203055,Water,83.44
56203057,Water,83.44
67114000,Water,88.15
78101000,Water,88.4
27311625,Lycopene,3596
63103010,Water,86.35
63311180,Water,87.59
67202010,Water,88.3
27341055,Lycopene,3582
75224050,Water,80.55
75507000,Water,83.79
76604500,Water,83.7
21602100,Protein,33.2
21602100,Phosphorus,407
21602100,Sodium,1785
22002800,Protein,33.2
22002800,Phosphorus,407
22002800,Sodium,1785
99997510,Water,87.19
75502510,Water,84.46
56207370,Water,85.52
73111212,Alpha_Carotene,1862
73111212,Beta_Carotene,4710
73111212,Water,84.67
75221011,Water,86.88
67113020,Water,88.65
28520100,Sodium,2733
64100220,Water,88.6
67114010,Water,88.5
67501100,Water,85.3
67113000,Water,88.58
67501000,Water,85.4
58302080,Lycopene,4669
58302080,Water,83.11
63133010,Beta_Cryptoxanthin,589
63133010,Water,88.06
63133010,Vitamin_C,60.9
92510720,Water,88.8
77316510,Water,81.77
67100100,Water,88.6
67102010,Water,88.6
67109010,Water,88.4
67113010,Water,88.5
92309000,Water,88.95
58407035,Water,86.54
28522000,Water,82.67
11519105,Water,83.64
14410330,Calcium,557
14410330,Phosphorus,931
14410330,Sodium,1102
92410810,Water,89.2
11560000,Water,87.63
61101010,Water,88.06
63137050,Water,88.25
73111222,Alpha_Carotene,1808
73111222,Beta_Carotene,4578
73111222,Water,82.54
25240220,Sodium,1075
75221021,Water,84.23
75500110,Water,84.41
92611010,Water,88.86
14410120,Calcium,529
14410120,Phosphorus,829
14410120,Sodium,1201
92410710,Water,89.3
75140510,Vitamin_C,58.1
92410340,Water,89.62
92410390,Water,89.62
56207000,Water,87.41
56207016,Water,87.41
11514340,Water,82.76
67102000,Water,89.05
61116010,Water,88.26
14410130,Calcium,789
14410130,Magnesium,115
14410130,Sodium,1316
53420000,Saturated_Fat,14.871
13220220,Water,82.51
13230140,Water,82.51
58124250,Lutein_and_Zeaxanthin,4916
58124250,Vitamin_K,212.6
67203600,Water,89
67203600,Vitamin_C,58.5
75141200,Water,80.6
92542000,Water,89.36
11434300,Water,82.66
11513200,Water,84.25
11513383,Water,84.25
11514360,Water,84.47
61210010,Beta_Cryptoxanthin,169
61210010,Water,88.3
61210010,Vitamin_C,50
56206990,Water,86
56207005,Water,86
56207015,Water,86
56207017,Water,86
56207200,Water,87.27
92400000,Water,89.36
92410310,Water,89.36
92410360,Water,89.36
92411510,Water,89.36
92411520,Water,89.36
92101975,Water,86.91
11511100,Water,82.3
11513310,Water,85.96
11513385,Water,85.96
11514330,Water,82.21
63135170,Water,88.79
67102020,Water,89.5
76409030,Water,84.6
92101960,Water,86.97
11514350,Water,83.77
75649040,Water,86.91
93301132,Water,80.64
58409000,Water,82.51
92101950,Water,85.07
92101965,Water,85.07
95310600,Water,89.22
95310600,Vitamin_B6,2.167
95311000,Water,89.22
95311000,Vitamin_B6,2.167
92101970,Water,86.36
26311140,Copper,1.237
56207190,Water,85.86
56207210,Water,85.86
67205000,Water,88.5
67205000,Vitamin_C,62.5
75534030,Water,85.69
27150250,Choline,168.9
27150250,Protein,37.83
27150250,Selenium,85
27150250,Phosphorus,594
27150250,Potassium,926
27150250,Sodium,4950
93301032,Water,81.33
92101955,Water,86.41
11513150,Water,83.68
11513382,Water,83.68
11511400,Water,84.5
11511600,Water,84.5
11511700,Water,84.5
11513300,Water,85.28
11513384,Water,85.28
92410510,Water,89.78
11513000,Water,83.63
11513380,Water,83.63
73501010,Alpha_Carotene,1038
73501010,Water,86.18
61213220,Beta_Cryptoxanthin,203
61213220,Water,88.9
63135010,Beta_Cryptoxanthin,117
63135010,Water,88.3
63135620,Beta_Cryptoxanthin,117
63135620,Water,88.3
11514320,Water,81.29
58402020,Water,83.34
58402030,Water,83.34
75656060,Water,83.34
93106000,Water,85.74
93404000,Water,85.74
93504100,Water,85.74
74601010,Lycopene,5460
74601010,Water,84.91
75600150,Lycopene,5460
75600150,Water,84.91
81302060,Polysaturated_Fat,29.169
81302060,Total_Lipid,50.89
61210620,Water,88.67
41602020,Water,82.77
92550035,Water,87.58
92552030,Water,87.58
99997310,Alpha_Carotene,3441
99997310,Beta_Carotene,8199
99997310,Water,87.8
99997310,Vitamin_A_-_RAE,826
11321000,Water,85.61
73102211,Alpha_Carotene,3430
73102211,Beta_Carotene,8174
73102211,Water,87.53
73102211,Vitamin_A_-_RAE,824
11513100,Water,82.75
11513381,Water,82.75
75208011,Water,86.79
23203010,Protein,27.29
23203020,Protein,27.29
23205010,Protein,27.29
23205020,Protein,27.29
72125260,Beta_Carotene,4519
72125260,Lutein_and_Zeaxanthin,9766
72125260,Vitamin_K,355.2
67230500,Beta_Cryptoxanthin,135
67230500,Water,89.1
41602050,Water,84.55
26105110,Phosphorus,395
26105140,Phosphorus,395
26119140,Vitamin_B12,8.87
26153140,Niacin,16.587
26153140,Selenium,83.6
75515100,Water,85.65
23203030,Protein,28.41
75340010,Alpha_Carotene,880
75340010,Water,86.74
11434090,Water,82.51
11434200,Water,82.51
28520000,Water,86.76
75503080,Water,86.05
41601140,Water,83.1
63200100,Water,88.93
64134100,Water,86.34
61210820,Water,88.67
73102218,Alpha_Carotene,3331
73102218,Beta_Carotene,7947
73102218,Water,85.55
73102218,Vitamin_A_-_RAE,822
73102220,Alpha_Carotene,3331
73102220,Beta_Carotene,7942
73102220,Water,85.21
73102220,Vitamin_A_-_RAE,811
73102221,Alpha_Carotene,3331
73102221,Beta_Carotene,7942
73102221,Water,85.21
73102221,Vitamin_A_-_RAE,811
75502500,Water,85.95
61201620,Water,89.3
73102217,Alpha_Carotene,3331
73102217,Beta_Carotene,7937
73102217,Water,84.86
73102217,Vitamin_A_-_RAE,800
75651000,Water,84.52
75208021,Water,84.49
75439010,Water,85.58
63201010,Water,88.15
75141035,Water,87.44
71961010,Water,84.43
72113220,Beta_Carotene,5794
72113220,Beta_Cryptoxanthin,120
72113220,Lutein_and_Zeaxanthin,13459
72113220,Water,81.93
72113220,Vitamin_K,812.8
73101010,Alpha_Carotene,3477
73101010,Beta_Carotene,8285
73101010,Water,88.29
73101010,Vitamin_A_-_RAE,835
27642120,Water,86.64
61122320,Beta_Cryptoxanthin,503
61122320,Water,89.51
13220210,Water,84.2
13230120,Water,84.2
75102500,Water,87.58
75340020,Alpha_Carotene,854
75340020,Water,84.54
72125500,Beta_Carotene,4022
72125500,Lutein_and_Zeaxanthin,8618
72125500,Vitamin_K,364
41601130,Water,83.77
73102190,Alpha_Carotene,3261
73102190,Beta_Carotene,7780
73102190,Water,83.57
73102190,Vitamin_A_-_RAE,801
58103210,Monosaturated_Fat,20.304
58103210,Saturated_Fat,16.968
58103210,Total_Lipid,44.37
58103210,Sodium,1116
58503010,Water,86.34
58503000,Water,86.52
64104610,Water,89.7
11434100,Water,83.5
14610210,Water,82.96
58503020,Water,86.7
92306100,Water,89.07
26113110,Retinol,794
26113110,Vitamin_A_-_RAE,794
75117020,Water,89.11
89902040,Water,89.11
61113010,Water,88.98
61113010,Vitamin_C,53
75209011,Water,85.15
75209011,Vitamin_C,75
75209011,Vitamin_K,183.8
73105010,Alpha_Carotene,4342
73105010,Beta_Carotene,9303
73105010,Water,88.87
73105010,Vitamin_A_-_RAE,956
75418040,Water,81.15
27450250,Lutein_and_Zeaxanthin,6243
27450250,Copper,1.432
27450250,Zinc,18.94
27450250,Vitamin_K,224.1
76205030,Water,87.3
93302100,Water,81.79
83204000,Polysaturated_Fat,12.993
27640050,Water,88
61201010,Water,90
72113100,Beta_Carotene,5854
72113100,Beta_Cryptoxanthin,121
72113100,Lutein_and_Zeaxanthin,13610
72113100,Water,85.6
72113100,Vitamin_K,778.4
95105000,Water,84.5
75311110,Water,87.52
63131010,Beta_Cryptoxanthin,117
63131010,Water,89
11360000,Water,89.28
58400100,Water,85.69
58407030,Water,85.69
58407050,Water,85.69
61101200,Water,89.85
92307500,Water,90.5
27111500,Lycopene,6287
74602300,Lycopene,5460
74602300,Water,85.77
63223610,Water,89.97
75511020,Beta_Cryptoxanthin,139
75511020,Water,86.88
75511020,Vitamin_C,68.3
12210260,Water,86.2
12210280,Water,86.2
12210310,Water,86.2
63127010,Water,89.82
74205020,Water,86.63
42404010,Water,90.22
92102612,Water,89.16
27341510,Water,80.85
75611010,Water,81.44
75209020,Water,82.9
75209020,Vitamin_C,72.9
75209020,Vitamin_K,180.9
75209021,Water,82.9
75209021,Vitamin_C,72.9
75209021,Vitamin_K,180.9
92102602,Water,89.2
93301213,Water,82.5
12120110,Water,86
41812000,Niacin,13
41812600,Niacin,12
41812600,Phosphorus,450
41812600,Vitamin_B6,1.5
75650990,Lycopene,6359
75650990,Water,87.3
75651150,Lycopene,6359
75651150,Water,87.3
76402000,Water,86.2
75231012,Water,86.34
92102610,Water,88.02
75228020,Water,85.92
75502010,Water,85.86
92102611,Water,88.81
92306800,Water,88.11
75102750,Water,86
75102750,Vitamin_C,85
75102750,Vitamin_K,177
92102600,Water,88.07
75311122,Water,85.44
92102601,Water,88.86
75311120,Water,85.09
75311121,Water,84.73
75412060,Lycopene,3735
75418020,Water,82.05
22101150,Protein,28.09
27640810,Water,85.3
41601010,Water,84.32
41601020,Water,84.32
11513803,Water,86.24
41421010,Calcium,372
56209000,Water,89.1
93106010,Water,83.44
14410110,Saturated_Fat,12.931
14410110,Calcium,1375
14410110,Phosphorus,768
14410110,Sodium,1279
14410500,Saturated_Fat,12.931
14410500,Calcium,1375
14410500,Phosphorus,768
14410500,Sodium,1279
14410620,Saturated_Fat,12.931
14410620,Calcium,1375
14410620,Phosphorus,768
14410620,Sodium,1279
75311013,Water,87.56
76102030,Alpha_Carotene,1139
76102030,Water,85.32
76603000,Alpha_Carotene,810
76603000,Water,84.94
76603010,Alpha_Carotene,810
76603010,Water,84.94
76603020,Alpha_Carotene,810
76603020,Water,84.94
71801010,Water,85.52
22101130,Protein,26.78
22101140,Protein,26.78
41603010,Water,84.76
73303010,Water,88.94
75111800,Water,90.07
92410110,Water,91.1
11513805,Water,87.84
27642100,Water,87.43
58421020,Water,83.71
92410610,Water,91.23
83300600,Water,85.95
83300600,Sodium,1129
92309010,Water,91.22
75231022,Water,84.16
14420100,Saturated_Fat,13.327
14420100,Calcium,562
14420100,Phosphorus,875
14420100,Sodium,1625
14420160,Saturated_Fat,13.327
14420160,Calcium,562
14420160,Phosphorus,875
14420160,Sodium,1625
14420300,Saturated_Fat,13.327
14420300,Calcium,562
14420300,Phosphorus,875
14420300,Sodium,1625
27610730,Water,85.23
75440600,Lycopene,4602
75440600,Water,82.77
27341320,Water,81.37
11526000,Water,85.25
28340220,Water,81.5
76605020,Water,87.76
93301360,Water,80.74
75651070,Lycopene,5963
75651070,Water,86.72
75656040,Lycopene,5963
75656040,Water,86.72
11513802,Water,85.72
32101500,Cholesterol,256
32101500,Choline,158.1
75127000,Water,89.43
93301140,Water,82.12
11513804,Water,87.21
28340210,Water,80.94
58150100,Water,81.29
11513800,Water,85.67
83112990,Polysaturated_Fat,25.1
83112990,Total_Lipid,45.2
12140000,Saturated_Fat,21.666
12140000,Total_Lipid,33.94
71803010,Water,81.32
75311023,Water,85.34
75311031,Water,85.67
27311410,Water,81.93
75311030,Water,85.01
58508000,Water,85.88
73303020,Water,86.69
71801100,Water,83.96
74605010,Lycopene,8591
74605010,Water,88.52
76605000,Water,87.33
27332110,Water,81.64
41810610,Niacin,12.766
41810610,Thiamin,1.277
41601040,Water,85.13
75141040,Water,88.45
27311320,Water,81.43
27311420,Water,81.28
73111213,Alpha_Carotene,1376
73111213,Water,87.62
75340200,Water,84.88
74603010,Water,86.99
74604010,Water,86.99
74604100,Water,86.99
11513801,Water,84.85
61207000,Water,90.79
61207010,Water,90.79
76605010,Alpha_Carotene,938
76605010,Water,86.9
28345160,Water,84.72
75607080,Water,84.72
58509200,Water,87.3
27336100,Water,82.15
27336150,Water,81.87
14610200,Water,81.91
75221061,Water,85.05
75221061,Vitamin_K,238.5
76409000,Water,87.52
76409010,Water,87.52
76409020,Water,87.52
92433000,Water,91.19
11350010,Water,89.52
26205170,Choline,246.4
26205170,Protein,56.52
26205170,Selenium,169.8
26205170,Copper,1.649
26205170,Iron,20.09
26205170,Phosphorus,705
26205170,Potassium,1327
26205170,Sodium,1312
26205170,Vitamin_B12,72.03
26205170,Vitamin_B6,1.296
75215120,Water,85.48
75209012,Water,86.48
75209012,Vitamin_K,192.9
27135110,Lycopene,4020
27146300,Lycopene,4020
93404550,Water,82.41
93404560,Water,82.6
11321100,Water,88.38
11321200,Water,88.38
27311310,Water,81.27
27360000,Water,81.27
75306998,Water,89.73
75306998,Vitamin_C,47.6
73111223,Alpha_Carotene,1336
73111223,Water,85.4
76407020,Alpha_Carotene,915
76407020,Water,89.4
77316010,Lycopene,5292
41221020,Water,87.37
27610110,Water,86.84
63109010,Water,90.2
73101210,Alpha_Carotene,2198
73101210,Beta_Carotene,5242
75403200,Water,81.05
93301270,Water,83.31
14710100,Water,85.32
41810400,Thiamin,2.343
74404050,Lycopene,12665
74404050,Water,87.39
75209022,Water,84.3
75209022,Vitamin_K,189.7
11531000,Water,82.54
74404010,Lycopene,12700
74404010,Water,87.4
92803000,Water,91.15
75656010,Water,80.79
77513010,Water,80.79
75220011,Water,88.51
75307000,Water,87.46
42401100,Water,88.01
27642110,Water,88.22
58401010,Water,87.35
75127500,Water,82.2
75232110,Water,82.2
92308000,Water,92.03
92308030,Water,92.03
93301141,Water,83.11
11513365,Water,86.15
11513393,Water,86.15
75649010,Water,89.53
75656020,Water,89.53
92305050,Water,91.89
76407010,Alpha_Carotene,1117
76407010,Beta_Carotene,4989
76407010,Water,90.6
73201013,Alpha_Carotene,4655
73201013,Beta_Carotene,6743
73201013,Water,87.68
73201013,Vitamin_A_-_RAE,766
27341310,Water,82.6
28350220,Lycopene,5112
28350220,Water,86.04
75231011,Water,88.15
75231011,Vitamin_C,53
92101800,Water,91.64
95320500,Water,91.91
11513375,Water,87.89
11513395,Water,87.89
27640110,Water,85.05
27640100,Water,85.05
27640120,Water,85.05
64104600,Water,90.9
64132500,Water,90.9
93301000,Water,83.73
93301182,Water,83.73
93301190,Water,83.73
93301205,Water,83.73
93301214,Water,83.73
93301280,Water,81.92
75220020,Water,86.07
75220021,Water,86.07
75220101,Water,86.07
27610100,Water,87.32
58404500,Water,86.58
61201225,Water,90.77
95110000,Water,85.69
95110010,Water,85.69
74601000,Lycopene,5542
74601000,Water,90.2
74602010,Lycopene,5539
74602010,Water,90.21
74606010,Lycopene,5542
74606010,Water,90.2
75226111,Water,86.79
75226111,Vitamin_C,112.4
41601030,Water,87.62
73102212,Alpha_Carotene,3705
73102212,Beta_Carotene,8174
73102212,Water,90.05
73102212,Vitamin_A_-_RAE,843
58157320,Water,90.62
76403010,Water,90.1
93301216,Water,83.62
93301216,Vitamin_B6,1.63
11411300,Water,85.22
11511550,Water,87.09
63223020,Water,90.95
63223020,Vitamin_C,58.8
75512010,Water,88.51
92513000,Water,92.19
71801000,Water,88.15
14410380,Calcium,351
14410380,Phosphorus,523
14620330,Lycopene,4123
75121000,Water,89.86
75121000,Vitamin_C,131.2
92101919,Water,89.49
92308500,Water,92.24
92308530,Water,92.24
28340670,Water,82.15
11513360,Water,85.58
11513392,Water,85.58
75605010,Water,85.02
75608010,Water,85.02
11513370,Water,87.2
11513394,Water,87.2
75141020,Water,85.34
92101906,Water,89.54
93301142,Water,84.05
14620300,Lycopene,7271
14620300,Calcium,485
14620300,Phosphorus,381
75231020,Water,85.81
75231020,Vitamin_C,51.4
75231021,Water,85.81
75231021,Vitamin_C,51.4
76611010,Alpha_Carotene,998
76611010,Water,88.82
11513350,Water,85.52
11513390,Water,85.52
28351160,Water,84.44
61201020,Water,90.9
61201220,Water,90.9
76611000,Alpha_Carotene,987
76611000,Water,88.66
28350210,Water,85.31
28355120,Water,85.31
75505000,Water,86.17
63149010,Lycopene,4532
63149010,Water,91.45
64133100,Lycopene,4532
64133100,Water,91.45
75127750,Water,88.89
75127750,Vitamin_C,60
76611020,Alpha_Carotene,976
76611020,Water,88.5
92101917,Water,87.53
92101918,Water,88.91
27642130,Water,86.3
28351170,Water,83.69
76407000,Alpha_Carotene,828
76407000,Water,89.7
92101904,Water,87.59
73102222,Alpha_Carotene,3597
73102222,Beta_Carotene,7942
73102222,Water,87.76
73102222,Vitamin_A_-_RAE,830
73102225,Alpha_Carotene,3597
73102225,Beta_Carotene,7947
73102225,Water,88.09
73102225,Vitamin_A_-_RAE,840
11115400,Water,87.26
73102224,Alpha_Carotene,3597
73102224,Beta_Carotene,7937
73102224,Water,87.44
73102224,Vitamin_A_-_RAE,819
92101905,Water,88.95
76607100,Water,88.97
92530950,Water,92.34
11710930,Water,87.17
11710940,Water,87.17
28355110,Water,85.49
11710910,Water,87.1
11710911,Water,87.1
11710912,Water,87.1
11710913,Water,87.1
11710914,Water,87.1
11710915,Water,87.18
11710916,Water,87.1
11710917,Water,87.1
11710918,Water,87.18
11710919,Water,87.1
11710920,Water,87.1
11710923,Water,87.1
11710927,Water,87.1
11710928,Water,87.18
11710929,Water,87.1
75212020,Water,87.32
75212020,Vitamin_C,48.9
75535000,Water,88.11
11710660,Water,87.26
11710661,Water,87.26
11710663,Water,87.26
11710664,Water,87.26
11710668,Water,87.33
11710669,Water,87.26
74404020,Lycopene,9712
74404020,Water,88.51
11513355,Water,84.62
11513391,Water,84.62
11710665,Water,86
11710666,Water,86
11710667,Water,86
11710674,Water,86
11710675,Water,86
11710676,Water,86
11710680,Water,87.1
11710681,Water,87.1
11710687,Water,87.1
11710688,Water,87.17
11710689,Water,87.1
11720320,Water,87.05
11720323,Water,87.05
11710620,Water,87.78
11710621,Water,87.78
11710626,Water,87.78
11710627,Water,87.78
11710628,Water,87.78
11710629,Water,87.78
11710630,Water,87.28
11710631,Water,87.28
11710632,Water,87.28
11710633,Water,87.28
11710634,Water,87.35
11710635,Water,87.28
11710636,Water,87.28
11710637,Water,87.28
11710638,Water,87.35
11710639,Water,87.28
28340150,Water,87.78
75105000,Water,90.39
75105000,Vitamin_C,57
83112000,Polysaturated_Fat,23.165
83112000,Total_Lipid,43.33
26313110,Selenium,89.2
26313110,Vitamin_B12,21.5
26313160,Selenium,89.2
26313160,Vitamin_B12,21.5
63420205,Water,92.46
67260000,Water,92.5
28340590,Water,85.18
75117010,Water,89.83
75117010,Vitamin_K,207
27420110,Water,80.61
74410110,Monosaturated_Fat,16
75500510,Water,88.64
92305040,Water,92.5
27610120,Water,87.8
75109010,Water,90.21
75649150,Water,88.29
81308100,Polysaturated_Fat,33.528
81308100,Total_Lipid,56.16
11720610,Water,87.17
11720611,Water,87.17
11720612,Water,87.17
11720613,Water,87.17
11720614,Water,87.17
11720615,Water,87.24
11720616,Water,87.17
11720617,Water,87.17
11720618,Water,87.24
11720619,Water,87.17
99997545,Water,89.92
11710670,Water,87.31
11710671,Water,87.31
11710673,Water,87.31
11710677,Water,87.31
11710678,Water,87.38
11710679,Water,87.31
75205021,Water,89.64
11710470,Water,86.27
11710471,Water,86.27
11710473,Water,86.27
11710477,Water,86.27
11710478,Water,86.34
11710479,Water,86.27
11740511,Water,87.5
11740521,Water,87.78
27136100,Water,80.73
75208013,Water,90.96
27644110,Water,89.1
75142600,Water,90.05
76201020,Alpha_Carotene,2682
76201020,Beta_Carotene,5745
76201020,Water,91
28345020,Water,87.42
75141025,Water,88.9
75410530,Lycopene,4272
76202000,Alpha_Carotene,1306
76202000,Water,89.91
74602050,Water,89.88
56205101,Water,91.26
11720620,Water,87.68
71851010,Water,87.9
72133201,Lutein_and_Zeaxanthin,11083
72133201,Water,86.68
14104115,Protein,32.14
14104115,Calcium,893
14104115,Phosphorus,484
93301115,Water,87.04
11710000,Water,87.46
11710960,Water,87.46
11710961,Water,87.46
11710962,Water,87.46
11710963,Water,87.46
11710964,Water,87.46
11710965,Water,87.53
11710966,Water,87.46
11710967,Water,87.46
11710968,Water,87.53
11710969,Water,87.46
26303160,Protein,29.21
26303160,Vitamin_B12,20.22
72125240,Lutein_and_Zeaxanthin,3923
27150151,Lycopene,10319
27150151,Water,84.24
11519210,Water,87.91
72107212,Beta_Carotene,6798
72107212,Lutein_and_Zeaxanthin,10865
72107212,Water,88.21
72107212,Vitamin_K,621.3
27332100,Water,82.77
11400000,Water,85.06
11410000,Water,85.06
11411010,Water,85.06
11411200,Water,85.06
75205045,Water,87.6
75205031,Water,87.26
75205044,Water,86.91
63415100,Beta_Cryptoxanthin,116
63415100,Water,92
75208020,Water,88.64
75208023,Water,88.64
11710370,Water,87.63
11710371,Water,87.63
11710372,Water,87.63
11710373,Water,87.63
11710374,Water,87.63
11710375,Water,87.7
11710376,Water,87.63
11710377,Water,87.63
11710378,Water,87.7
11710379,Water,87.63
72126001,Water,81.99
72126001,Potassium,675
27460750,Choline,257.5
27460750,Retinol,4716
27460750,Riboflavin,2.096
27460750,Copper,8.916
27460750,Vitamin_A_-_RAE,4727
27460750,Vitamin_B12,50.67
75101800,Water,90.32
74420110,Water,80.72
27141000,Lycopene,4108
27420460,Lycopene,6608
99997220,Water,88.85
99997220,Vitamin_C,79
11710380,Water,87.73
11710381,Water,87.73
11710383,Water,87.73
41420050,Magnesium,228
61204000,Water,92.31
61204010,Water,92.31
72201211,Water,88.58
72201211,Vitamin_C,78.7
92101820,Water,90.82
1.1e+07,Water,87.5
75205005,Water,85.57
28340610,Water,84.12
28340640,Water,84.12
72107222,Beta_Carotene,6605
72107222,Lutein_and_Zeaxanthin,10550
72107222,Water,85.97
72107222,Vitamin_K,605.6
72107231,Beta_Carotene,6610
72107231,Lutein_and_Zeaxanthin,10550
72107231,Water,86.3
72107231,Vitamin_K,604.6
92432000,Water,92.06
11710350,Water,87.64
11710351,Water,87.64
11710352,Water,87.64
11710353,Water,87.64
11710354,Water,87.64
11710355,Water,87.71
11710356,Water,87.64
11710357,Water,87.64
11710358,Water,87.71
11710359,Water,87.64
11710360,Water,87.64
11710361,Water,87.64
11710363,Water,87.64
11710367,Water,87.64
11710368,Water,87.71
11710369,Water,87.64
11710690,Water,87.3
11710693,Water,87.3
11710697,Water,87.3
11710698,Water,87.37
11710699,Water,87.3
72107230,Beta_Carotene,6600
72107230,Lutein_and_Zeaxanthin,10550
72107230,Water,85.64
72107230,Vitamin_K,606.7
11720310,Water,87.42
11720311,Water,87.42
11720312,Water,87.42
11720313,Water,87.42
11720314,Water,87.42
11720315,Water,87.49
11720316,Water,87.42
11720317,Water,87.42
11720318,Water,87.49
11720319,Water,87.42
27118110,Lycopene,3688
11740400,Water,87.23
11740401,Water,87.23
11740403,Water,87.23
74602200,Lycopene,5539
74602200,Water,91.07
75403020,Water,87.86
11720800,Water,87.55
11720801,Water,87.55
11720802,Water,87.55
11720803,Water,87.55
11720807,Water,87.55
11720808,Water,87.62
11720809,Water,87.55
75208110,Water,88.6
22300170,Sodium,1134
72116150,Beta_Carotene,4524
72116150,Water,84.12
11710050,Water,87.32
11710051,Water,87.32
11710053,Water,87.32
11710054,Water,87.32
11710055,Water,87.32
11710056,Water,87.32
27250210,Vitamin_B12,11.38
73201020,Alpha_Carotene,3971
73201020,Beta_Carotene,3071
73201020,Water,88.18
73210010,Alpha_Carotene,3971
73210010,Beta_Carotene,3071
73210010,Water,88.18
74402100,Lycopene,6310
74402100,Water,89.3
74402150,Lycopene,6310
74402150,Water,89.3
74402200,Lycopene,6310
74402200,Water,89.3
11710480,Water,87.28
11710481,Water,87.28
11720410,Water,87.67
11720411,Water,87.67
11720412,Water,87.67
11720413,Water,87.67
11720414,Water,87.67
11720415,Water,87.74
11720416,Water,87.67
11720417,Water,87.67
11720418,Water,87.74
11720419,Water,87.67
63109700,Water,91.38
72201224,Water,86.57
72201224,Vitamin_C,76.5
72201220,Water,86.23
72201220,Vitamin_C,76.5
72201221,Water,86.23
72201221,Vitamin_C,76.5
72201223,Water,85.88
72201223,Vitamin_C,76.5
75121500,Water,90.25
75234021,Water,88.46
75601000,Water,86.54
75601010,Water,86.54
61207200,Water,92.52
11720430,Water,87.78
11720431,Water,87.78
75604010,Water,89.24
92530410,Water,93.2
14203010,Water,81.01
72125230,Beta_Carotene,3784
72125230,Lutein_and_Zeaxanthin,8180
72125230,Water,82.57
72125230,Vitamin_K,341.4
72201100,Water,89.3
72201100,Vitamin_C,89.2
12320100,Saturated_Fat,17.791
11740310,Water,87.41
11740311,Water,87.41
11740312,Water,87.41
11740313,Water,87.41
11740320,Water,87.49
11740323,Water,87.49
76201000,Alpha_Carotene,2642
76201000,Beta_Carotene,5660
76201000,Water,91.65
27150155,Lycopene,7891
27150155,Water,85.14
93301184,Water,85.14
27150320,Lycopene,4521
27150320,Water,81.45
63110010,Water,91.85
93301060,Water,84.89
93301218,Water,84.89
72201190,Water,84.56
72201190,Vitamin_C,74.9
72308500,Water,88.52
25112200,Cholesterol,391
25112200,Choline,228.8
25112200,Riboflavin,1.401
25112200,Vitamin_B12,8.07
75142550,Water,81.16
75651140,Water,87.03
92510960,Water,93.25
92541010,Water,93.25
27141030,Lycopene,10319
27141030,Water,83.14
27162040,Lycopene,10319
27162040,Water,81.57
27148010,Protein,28.07
28315160,Water,84.59
74506000,Water,80.83
73302010,Alpha_Carotene,4016
73302010,Beta_Carotene,3100
73302010,Water,91.6
71801020,Water,90.82
75221030,Water,89.62
75607100,Water,88.15
75652030,Water,86.36
92121020,Water,90.93
24201070,Protein,26.78
58403100,Water,91.66
99997525,Beta_Cryptoxanthin,501
99997525,Water,91.62
99997525,Vitamin_C,116.7
27146150,Lycopene,4521
72132201,Water,86.19
72132201,Vitamin_C,53.8
92101600,Water,92.94
24201060,Protein,27.26
27116100,Lycopene,4517
27420410,Lycopene,6441
75129000,Water,91.87
75205022,Water,91.15
95320200,Water,93.38
95321000,Water,93.38
25110450,Cholesterol,392
25110450,Choline,199.5
25110450,Retinol,2803
25110450,Riboflavin,1.851
