Nutrient_Bank_Number,name,value
41304000,Potassium,732
59003000,Fiber,9
59003000,Magnesium,152
54403083,Fiber,11.5
54403083,Polysaturated_Fat,12.688
54403084,Fiber,11.5
54403084,Polysaturated_Fat,12.688
54328200,Phosphorus,406
91713060,Sugar_Total,55.99
54360000,Monosaturated_Fat,14.682
54360000,Phosphorus,1044
53204840,Fiber,11.1
53204840,Sugar_Total,38.73
53204860,Fiber,11.1
53204860,Sugar_Total,38.73
91703050,Sugar_Total,42.95
91715100,Sugar_Total,50.47
53116270,Sugar_Total,40.73
62116100,Beta_Cryptoxanthin,444
62116100,Fiber,8.2
62116100,Sugar_Total,41.74
62116100,Potassium,996
54001000,Polysaturated_Fat,13.137
54301010,Polysaturated_Fat,13.137
54301020,Polysaturated_Fat,13.137
54301030,Polysaturated_Fat,13.137
54403081,Fiber,11.4
54403081,Polysaturated_Fat,12.588
53215500,Sugar_Total,45.16
53215500,Saturated_Fat,20.099
53225000,Sugar_Total,45.16
53225000,Saturated_Fat,20.099
91703150,Sugar_Total,55.74
91703150,Saturated_Fat,17.143
54403089,Polysaturated_Fat,16.405
54401085,Polysaturated_Fat,12.257
54401110,Polysaturated_Fat,12.257
54401112,Polysaturated_Fat,12.257
54408310,Sodium,1120
91703060,Sugar_Total,41.35
53390000,Sugar_Total,38.51
63409020,Sugar_Total,42.68
91700500,Sugar_Total,49.22
91700500,Magnesium,116
91700500,Vitamin_E,9.52
91731010,Sugar_Total,50.75
53720400,Niacin,21.2
53720400,Retinol,940
53720400,Riboflavin,1.9
53720400,Thiamin,1.7
53720400,Calcium,668
53720400,Magnesium,250
53720400,Phosphorus,673
53720400,Vitamin_A_-_RAE,940
53720400,Vitamin_B12,7.9
53720400,Vitamin_B6,2.1
53720400,Vitamin_C,96.6
53720600,Niacin,21.2
53720600,Retinol,940
53720600,Riboflavin,1.9
53720600,Thiamin,1.7
53720600,Calcium,668
53720600,Magnesium,250
53720600,Phosphorus,673
53720600,Vitamin_A_-_RAE,940
53720600,Vitamin_B12,7.9
53720600,Vitamin_B6,2.1
53720600,Vitamin_C,96.6
91705300,Sugar_Total,48.81
91705300,Saturated_Fat,19.536
91705300,Total_Lipid,33.2
91705300,Magnesium,132
91705050,Sugar_Total,51.48
91705050,Saturated_Fat,13.211
92193020,Sugar_Total,59
92193020,Saturated_Fat,25.128
92193020,Potassium,909
53385500,Sugar_Total,41.84
41311000,Fiber,18.6
41311000,Protein,25.56
41311000,Magnesium,271
41311000,Phosphorus,385
41311000,Potassium,1000
41311000,Sodium,1745
91734200,Sugar_Total,53.25
91734200,Saturated_Fat,16.42
91705020,Sugar_Total,51.06
91705020,Saturated_Fat,15.89
91705420,Sugar_Total,51.06
91705420,Saturated_Fat,15.89
71202000,Polysaturated_Fat,16.188
71202000,Potassium,1535
91705010,Sugar_Total,51.5
91705010,Saturated_Fat,18.509
53206020,Sugar_Total,41.14
53206020,Saturated_Fat,12.893
12210400,Saturated_Fat,19.146
12210400,Potassium,669
12210505,Saturated_Fat,19.146
12210505,Potassium,669
91705400,Sugar_Total,59
91705400,Saturated_Fat,19.412
71220000,Fiber,7.8
71220000,Lycopene,3624
71220000,Monosaturated_Fat,14.988
71220000,Potassium,1052
91706000,Sugar_Total,46.19
91706000,Saturated_Fat,20.58
92307000,Fiber,8.5
92307000,Magnesium,272
92307000,Potassium,6040
91734000,Sugar_Total,51.64
62107200,Fiber,7.7
62107200,Saturated_Fat,28.97
62107200,Total_Lipid,33.6
95201700,Fiber,37.5
95201700,Niacin,27.65
95201700,Protein,35.2
95201700,Vitamin_B12,8.3
95201700,Vitamin_B6,2.8
54403059,Fiber,11.1
54403059,Polysaturated_Fat,13.523
54403059,Magnesium,118
91708010,Sugar_Total,46.5
91304060,Polysaturated_Fat,13.73
91716110,Sugar_Total,52.64
91716110,Magnesium,115
11830150,Fiber,37
11830150,Copper,3.788
11830150,Iron,13.86
11830150,Magnesium,499
11830150,Phosphorus,734
11830150,Potassium,1524
54403045,Fiber,10
54403045,Polysaturated_Fat,13.466
54403054,Fiber,9.9
54403054,Polysaturated_Fat,13.413
54403055,Fiber,9.9
54403055,Polysaturated_Fat,13.413
91716010,Sugar_Total,53.08
91716010,Polysaturated_Fat,14.093
91716010,Magnesium,135
54401031,Polysaturated_Fat,16.438
54401031,Total_Lipid,33.36
53452130,Choline,143.7
91304010,Sugar_Total,57
91306025,Sugar_Total,57
54401035,Polysaturated_Fat,16.356
54401035,Total_Lipid,33.19
91731060,Sugar_Total,47.15
91731060,Saturated_Fat,18.485
54401021,Polysaturated_Fat,16.308
54401090,Polysaturated_Fat,17.296
54401090,Total_Lipid,33.63
54401026,Polysaturated_Fat,16.817
54401026,Total_Lipid,34.02
73410210,Beta_Carotene,14134
73410210,Fiber,8.8
73410210,Polysaturated_Fat,12.163
73410210,Potassium,920
73410210,Vitamin_A_-_RAE,1178
73410210,Vitamin_E,9.77
91705310,Fiber,7.7
91705310,Sugar_Total,42.34
91705310,Saturated_Fat,17.612
91705310,Total_Lipid,33.81
91705310,Magnesium,163
53720700,Thiamin,1.47
53720700,Calcium,429
53720700,Magnesium,336
53720700,Phosphorus,560
53720700,Vitamin_B6,1.68
44201000,Saturated_Fat,29.018
44201000,Potassium,633
53120270,Sugar_Total,41.79
91703250,Sugar_Total,53
91703250,Monosaturated_Fat,14.319
91703250,Polysaturated_Fat,12.521
91703250,Total_Lipid,33.3
54403001,Fiber,10.1
54403001,Saturated_Fat,14.785
54403051,Fiber,10.1
54403051,Saturated_Fat,14.785
54403052,Fiber,10.1
54403052,Saturated_Fat,14.785
54403056,Fiber,10.1
54403056,Saturated_Fat,14.785
71200110,Polysaturated_Fat,12.207
71200110,Potassium,1186
71200110,Vitamin_C,62.4
71200120,Polysaturated_Fat,12.207
71200120,Potassium,1186
71200120,Vitamin_C,62.4
71200130,Polysaturated_Fat,12.207
71200130,Potassium,1186
71200130,Vitamin_C,62.4
71200140,Polysaturated_Fat,12.207
71200140,Potassium,1186
71200140,Vitamin_C,62.4
71200210,Polysaturated_Fat,12.207
71200210,Potassium,1186
71200210,Vitamin_C,62.4
71200220,Polysaturated_Fat,12.207
71200220,Potassium,1186
71200220,Vitamin_C,62.4
71200230,Polysaturated_Fat,12.207
71200230,Potassium,1186
71200230,Vitamin_C,62.4
71200240,Polysaturated_Fat,12.207
71200240,Potassium,1186
71200240,Vitamin_C,62.4
91706100,Saturated_Fat,25.54
54403058,Fiber,10.1
54403058,Saturated_Fat,14.726
54403062,Fiber,10.1
54403062,Saturated_Fat,14.726
74206000,Fiber,12.3
74206000,Lycopene,45902
74206000,Copper,1.423
74206000,Magnesium,194
74206000,Potassium,3427
91734450,Sugar_Total,40.33
91734450,Saturated_Fat,12.959
53109300,Sugar_Total,39.26
91734300,Sugar_Total,40.33
91734300,Saturated_Fat,13.21
53121270,Sugar_Total,39.22
91734100,Sugar_Total,47.17
13252200,Sugar_Total,49.74
91703600,Sugar_Total,50.75
91703600,Saturated_Fat,18.138
91703600,Total_Lipid,33.18
71200300,Polysaturated_Fat,15.456
71200300,Total_Lipid,35.17
71200300,Potassium,635
71200300,Vitamin_E,13.68
53714210,Saturated_Fat,22.72
71200310,Polysaturated_Fat,15.41
71200310,Total_Lipid,35.07
71200310,Potassium,633
71200310,Vitamin_E,13.64
53114100,Sugar_Total,39.45
51122110,Fiber,9.7
54328120,Fiber,9.4
53115200,Sugar_Total,40.88
52201000,Phosphorus,391
11220000,Sugar_Total,54.4
91705070,Sugar_Total,47.22
91705070,Saturated_Fat,14.13
91705070,Total_Lipid,33.21
91703300,Saturated_Fat,15.758
53714220,Saturated_Fat,17.065
57228000,Fiber,8.9
57228000,Magnesium,168
57228000,Phosphorus,431
57228000,Vitamin_E,11.1
71200010,Monosaturated_Fat,18.963
71200010,Total_Lipid,33.98
71200010,Potassium,1196
71200010,Vitamin_E,10.45
71200100,Monosaturated_Fat,18.963
71200100,Total_Lipid,33.98
71200100,Potassium,1196
71200100,Vitamin_E,10.45
71200200,Monosaturated_Fat,18.963
71200200,Total_Lipid,33.98
71200200,Potassium,1196
71200200,Vitamin_E,10.45
91705410,Sugar_Total,50.8
91705410,Saturated_Fat,17.07
91705410,Total_Lipid,34.77
54401055,Polysaturated_Fat,17.821
54401055,Total_Lipid,36.01
54401081,Polysaturated_Fat,17.821
54401081,Total_Lipid,36.01
71202500,Monosaturated_Fat,14.908
71202500,Polysaturated_Fat,12.391
71202500,Total_Lipid,35.32
71202500,Potassium,1301
71202510,Monosaturated_Fat,14.908
71202510,Polysaturated_Fat,12.391
71202510,Total_Lipid,35.32
71202510,Potassium,1301
53714250,Saturated_Fat,17.01
91705060,Sugar_Total,43.9
91705060,Saturated_Fat,17.701
91705060,Total_Lipid,34.4
58108050,Lycopene,6186
54403080,Fiber,10
54403080,Polysaturated_Fat,17.672
54403085,Fiber,10
54403085,Polysaturated_Fat,17.672
53341750,Sugar_Total,41.51
71205020,Polysaturated_Fat,17.9
71205020,Total_Lipid,34.4
71205020,Potassium,1237
71205020,Vitamin_C,47.3
53710802,Fiber,11.4
42402010,Sugar_Total,51.5
42402010,Saturated_Fat,15.472
41310900,Fiber,10.1
41410015,Protein,26.5
41410015,Copper,2.456
41410015,Magnesium,170
91406500,Sugar_Total,42
53235500,Saturated_Fat,19.2
53235500,Total_Lipid,35.3
91728000,Sugar_Total,40.32
91728000,Potassium,725
53100100,Sugar_Total,39.96
53105270,Sugar_Total,39.96
71205030,Polysaturated_Fat,17.723
71205030,Total_Lipid,34.06
71205030,Potassium,1225
71205030,Vitamin_C,46.8
71205040,Polysaturated_Fat,17.723
71205040,Total_Lipid,34.06
71205040,Potassium,1225
71205040,Vitamin_C,46.8
91705040,Sugar_Total,43.03
91705040,Saturated_Fat,16.365
91705040,Total_Lipid,35.06
75232000,Protein,31.84
75232000,Riboflavin,1.946
75232000,Calcium,372
75232000,Copper,3.355
75232000,Iron,24.95
75232000,Magnesium,482
75232000,Potassium,1244
11810000,Choline,169.2
11810000,Protein,36.16
11810000,Riboflavin,1.55
11810000,Sugar_Total,51.98
11810000,Calcium,1257
11810000,Phosphorus,968
11810000,Potassium,1794
11813000,Choline,169.2
11813000,Protein,36.16
11813000,Riboflavin,1.55
11813000,Sugar_Total,51.98
11813000,Calcium,1257
11813000,Phosphorus,968
11813000,Potassium,1794
54336100,Polysaturated_Fat,16.949
56116000,Polysaturated_Fat,16.949
42106020,Fiber,9.9
42106020,Saturated_Fat,26.396
51127020,Phosphorus,405
51127020,Potassium,789
54403087,Fiber,9.9
54403087,Polysaturated_Fat,15.37
54403087,Total_Lipid,33.2
54403092,Fiber,9.9
54403092,Polysaturated_Fat,15.37
54403092,Total_Lipid,33.2
51601220,Fiber,7.8
53105300,Sugar_Total,38.57
53341500,Sugar_Total,40.44
11812000,Choline,167.7
11812000,Protein,35.8
11812000,Riboflavin,1.535
11812000,Sugar_Total,51.46
11812000,Calcium,1245
11812000,Phosphorus,958
11812000,Potassium,1776
91733200,Sugar_Total,45.1
53239100,Saturated_Fat,12.584
91732100,Sugar_Total,44.34
91732100,Monosaturated_Fat,15.077
42502100,Magnesium,115
53720500,Fiber,12.5
53720500,Niacin,25
53720500,Protein,25
53720500,Riboflavin,2.125
53720500,Thiamin,1.875
53720500,Calcium,625
53720500,Magnesium,175
53720500,Vitamin_B6,2.5
53720500,Vitamin_C,75
53720500,Vitamin_E,16.88
91742010,Fiber,7.7
91742010,Polysaturated_Fat,14.591
91742010,Total_Lipid,33.3
91742010,Calcium,639
91742010,Magnesium,251
91742010,Phosphorus,412
53391200,Monosaturated_Fat,15.647
53391200,Total_Lipid,36.2
95210020,Fiber,18.2
95210020,Niacin,38.442
95210020,Protein,27.87
95210020,Retinol,865
95210020,Thiamin,1.499
95210020,Calcium,1039
95210020,Iron,24.84
95210020,Magnesium,473
95210020,Phosphorus,563
95210020,Potassium,752
95210020,Zinc,17.29
95210020,Vitamin_A_-_RAE,865
95210020,Vitamin_B12,8.07
95210020,Vitamin_B6,2.307
95210020,Vitamin_C,103.8
95210020,Vitamin_E,51.92
51122100,Fiber,8.9
92511000,Sugar_Total,44.46
91731000,Saturated_Fat,14.6
91731000,Total_Lipid,33.5
91760500,Sugar_Total,43.11
91760500,Saturated_Fat,20.008
57412000,Choline,178.6
57412000,Fiber,15.1
57412000,Protein,29.1
57412000,Thiamin,1.67
57412000,Magnesium,320
57412000,Phosphorus,1146
57412000,Potassium,947
57412000,Zinc,16.67
57412000,Vitamin_E,15.99
51166200,Saturated_Fat,12.872
51301520,Fiber,11.8
51602020,Fiber,11.8
54403046,Fiber,8.4
54403046,Polysaturated_Fat,13.273
54403046,Total_Lipid,35.09
52102040,Phosphorus,446
55200050,Phosphorus,432
53720100,Protein,28
53720100,Retinol,1495
53720100,Riboflavin,1.708
53720100,Thiamin,1.628
53720100,Calcium,543
53720100,Magnesium,119
53720100,Phosphorus,465
53720100,Potassium,678
53720100,Vitamin_A_-_RAE,1496
51122010,Fiber,10.7
51160110,Saturated_Fat,12.649
51161030,Saturated_Fat,12.649
81322000,Sugar_Total,48.33
81322000,Saturated_Fat,21.152
81322000,Total_Lipid,33.4
91306020,Sugar_Total,48.46
55200010,Phosphorus,444
55200020,Phosphorus,444
42501500,Monosaturated_Fat,13.906
42501500,Magnesium,119
52304150,Magnesium,157
51122310,Fiber,10.1
51122310,Calcium,752
51300060,Fiber,10.1
51300060,Calcium,752
42200600,Monosaturated_Fat,18.012
42200600,Magnesium,130
42200600,Vitamin_E,13.54
75365000,Alpha_Carotene,3477
75365000,Beta_Carotene,9994
75365000,Beta_Cryptoxanthin,235
75365000,Fiber,18.7
75365000,Lutein_and_Zeaxanthin,3708
75365000,Magnesium,150
75365000,Phosphorus,399
75365000,Potassium,1607
75365000,Vitamin_A_-_RAE,988
75365000,Vitamin_C,177.8
75365000,Vitamin_K,222.7
51601010,Fiber,8.1
91731100,Sugar_Total,42.22
91731100,Monosaturated_Fat,16.721
91731100,Total_Lipid,33.7
91732000,Sugar_Total,42.22
91732000,Monosaturated_Fat,16.721
91732000,Total_Lipid,33.7
91550100,Sugar_Total,45.97
51127010,Potassium,718
91734500,Saturated_Fat,13.12
53102600,Polysaturated_Fat,12.157
91718300,Saturated_Fat,12.813
55200040,Phosphorus,422
52104200,Phosphorus,436
51300175,Fiber,9.7
75534550,Sodium,3390
52215260,Fiber,9.8
53452400,Polysaturated_Fat,22.228
53452400,Total_Lipid,38.5
91301100,Sugar_Total,45.68
51300185,Fiber,9.6
53116350,Saturated_Fat,17.266
53720800,Niacin,20
53720800,Protein,30
53720800,Retinol,1050
53720800,Riboflavin,1.7
53720800,Vitamin_A_-_RAE,1050
53720800,Vitamin_B6,2
53720800,Vitamin_C,120
53720800,Vitamin_E,24
53729000,Niacin,20
53729000,Protein,30
53729000,Retinol,1050
53729000,Riboflavin,1.7
53729000,Vitamin_A_-_RAE,1050
53729000,Vitamin_B6,2
53729000,Vitamin_C,120
53729000,Vitamin_E,24
51301510,Fiber,10.7
51602010,Fiber,10.7
91701030,Monosaturated_Fat,14.487
91701030,Saturated_Fat,14.968
91701030,Total_Lipid,37.32
91701030,Magnesium,131
91701030,Vitamin_E,12.14
53387000,Monosaturated_Fat,14.764
53387000,Polysaturated_Fat,13.583
53387000,Total_Lipid,39.25
53102100,Polysaturated_Fat,11.775
53117100,Polysaturated_Fat,11.775
51122000,Fiber,9.7
53710810,Monosaturated_Fat,19.004
53710810,Magnesium,167
53710810,Vitamin_E,10.2
53713010,Monosaturated_Fat,19.004
53713010,Magnesium,167
53713010,Vitamin_E,10.2
41420250,Sodium,1615
95201300,Protein,47.62
95201300,Sugar_Total,40.48
95201300,Phosphorus,441
95201300,Potassium,714
53116510,Alpha_Carotene,927
51122300,Fiber,9.2
51122300,Calcium,684
51300050,Fiber,9.2
51300050,Calcium,684
52104040,Phosphorus,501
42104500,Monosaturated_Fat,22.538
42104500,Total_Lipid,41.18
42104500,Copper,1.496
42104500,Magnesium,175
53104100,Alpha_Carotene,871
53104100,Polysaturated_Fat,12.229
52306500,Alpha_Carotene,1095
52404060,Alpha_Carotene,1095
55211050,Phosphorus,399
52101000,Phosphorus,474
52103000,Phosphorus,474
42203100,Monosaturated_Fat,17.21
42203100,Total_Lipid,34.35
91731150,Saturated_Fat,16.083
91731150,Total_Lipid,37.01
91727010,Monosaturated_Fat,21.835
91727010,Saturated_Fat,12.66
91727010,Total_Lipid,41.6
91727010,Copper,1.232
91727010,Magnesium,137
63111010,Sugar_Total,38.77
53453170,Alpha_Carotene,1478
55203700,Phosphorus,385
93201000,Sugar_Total,41.6
55201000,Phosphorus,386
75236000,Fiber,26.9
75236000,Niacin,40.2
75236000,Protein,40.44
75236000,Riboflavin,4
75236000,Thiamin,10.99
75236000,Phosphorus,637
75236000,Potassium,955
75236000,Vitamin_B6,1.5
95201010,Choline,266.9
95201010,Niacin,25.6
95201010,Protein,35.8
95201010,Retinol,2686
95201010,Sugar_Total,39
95201010,Thiamin,1.5
95201010,Calcium,500
95201010,Copper,2.6
95201010,Magnesium,410
95201010,Phosphorus,500
95201010,Potassium,1705
95201010,Zinc,15.4
95201010,Vitamin_A_-_RAE,2686
95201010,Vitamin_B6,2
95201010,Vitamin_C,138
95201010,Vitamin_E,16.88
53116500,Alpha_Carotene,1450
74406010,Lycopene,4550
52209010,Phosphorus,410
14108060,Protein,40
14108060,Calcium,800
14108060,Phosphorus,700
14108060,Sodium,1150
83201400,Sugar_Total,38.73
83201400,Sodium,1600
55212000,Phosphorus,492
54403006,Saturated_Fat,28.908
54403006,Total_Lipid,48.7
63403150,Choline,148.7
73211110,Alpha_Carotene,1927
73211110,Beta_Carotene,5356
52104100,Saturated_Fat,12.543
52104100,Phosphorus,472
27520250,Phosphorus,490
55205000,Phosphorus,475
53441110,Saturated_Fat,12.569
53342000,Saturated_Fat,12.449
11811000,Protein,26.32
11811000,Riboflavin,1.205
11811000,Sugar_Total,38.42
11811000,Saturated_Fat,16.742
11811000,Calcium,912
11811000,Phosphorus,776
11811000,Potassium,1330
53720610,Beta_Carotene,3901
53720610,Protein,30.34
53720610,Phosphorus,445
53720610,Potassium,793
53720610,Vitamin_K,350.6
91770030,Saturated_Fat,21.723
91770030,Total_Lipid,43.27
91770030,Magnesium,129
27520170,Phosphorus,463
27520170,Sodium,1069
91703500,Monosaturated_Fat,14.236
91703500,Saturated_Fat,17.029
91703500,Total_Lipid,40.47
91703500,Magnesium,128
91703500,Potassium,676
73406000,Beta_Carotene,6733
73410320,Beta_Carotene,5478
73410500,Beta_Carotene,5478
73420200,Beta_Carotene,5478
53451500,Vitamin_C,76.1
73420020,Beta_Carotene,5456
13120050,Saturated_Fat,17.895
55200130,Phosphorus,445
42101350,Monosaturated_Fat,26.416
42101350,Polysaturated_Fat,12.8
42101350,Total_Lipid,45.34
42101350,Magnesium,188
42101350,Vitamin_E,17.25
51167000,Saturated_Fat,15.723
42202150,Niacin,14.6
42202150,Protein,25.9
42202150,Monosaturated_Fat,16.156
42202150,Total_Lipid,34
42202150,Magnesium,170
42202150,Potassium,669
61210720,Beta_Cryptoxanthin,191
61210720,Potassium,629
61210720,Vitamin_C,144.8
58122250,Saturated_Fat,16.297
75503020,Beta_Cryptoxanthin,296
58104120,Monosaturated_Fat,14.02
73420000,Beta_Carotene,5100
73420010,Beta_Carotene,5100
73420030,Beta_Carotene,5100
73420100,Beta_Carotene,5100
73410200,Beta_Carotene,4980
73410300,Beta_Carotene,4980
73410310,Beta_Carotene,4980
41440000,Fiber,17.5
41440000,Protein,51.46
41440000,Copper,4.065
41440000,Magnesium,290
41440000,Phosphorus,674
41440000,Potassium,2384
55105205,Phosphorus,414
14640014,Phosphorus,408
42110300,Monosaturated_Fat,24.055
42110300,Polysaturated_Fat,12.477
42110300,Total_Lipid,46.56
42110300,Magnesium,154
75111500,Vitamin_B6,1.235
91701010,Fiber,9.8
91701010,Monosaturated_Fat,24.242
91701010,Total_Lipid,43.85
91701010,Magnesium,208
91701010,Phosphorus,399
91701010,Potassium,625
91701010,Vitamin_E,18.09
55105200,Phosphorus,405
75217400,Vitamin_B6,1.166
42104000,Monosaturated_Fat,27.317
42104000,Total_Lipid,46.35
42104000,Copper,2.22
42104000,Magnesium,260
42104000,Phosphorus,490
42104050,Monosaturated_Fat,27.317
42104050,Total_Lipid,46.35
42104050,Copper,2.22
42104050,Magnesium,260
42104050,Phosphorus,490
14640000,Calcium,690
14640000,Phosphorus,383
14640002,Calcium,690
14640002,Phosphorus,383
83109000,Lycopene,3576
83109000,Polysaturated_Fat,14.83
83109000,Sodium,1133
27560410,Calcium,360
91728500,Monosaturated_Fat,27.639
91728500,Polysaturated_Fat,14.642
91728500,Total_Lipid,48.84
55100065,Phosphorus,391
55105000,Phosphorus,455
42104110,Monosaturated_Fat,27.754
42104110,Total_Lipid,47.96
42104110,Copper,2.153
42104110,Magnesium,252
42104110,Phosphorus,475
54403005,Saturated_Fat,35.476
54403005,Total_Lipid,58.78
73410400,Beta_Carotene,4627
42104105,Monosaturated_Fat,27.616
42104105,Total_Lipid,47.72
42104105,Copper,2.143
42104105,Magnesium,251
42104105,Phosphorus,473
42104100,Monosaturated_Fat,27.479
42104100,Total_Lipid,47.48
42104100,Copper,2.132
42104100,Magnesium,250
42104100,Phosphorus,471
14640016,Phosphorus,439
14640018,Phosphorus,439
42112300,Monosaturated_Fat,31.617
42112300,Polysaturated_Fat,18.63
42112300,Total_Lipid,58.43
55103020,Alpha_Carotene,955
42116100,Polysaturated_Fat,35.839
42116100,Total_Lipid,53.87
13120110,Saturated_Fat,12.658
83300200,Sodium,1265
14640004,Calcium,661
14640004,Phosphorus,414
14640006,Calcium,661
14640006,Phosphorus,414
42201000,Monosaturated_Fat,26.709
42201000,Polysaturated_Fat,13.371
42201000,Total_Lipid,53.03
42201000,Copper,1.758
42201000,Magnesium,206
42201000,Phosphorus,388
41410010,Fiber,17.7
41410010,Protein,38.55
41410010,Polysaturated_Fat,14.339
41410010,Magnesium,145
41410010,Potassium,1470
55100070,Phosphorus,384
14640020,Calcium,437
42111500,Niacin,12.202
42111500,Monosaturated_Fat,23.51
42111500,Total_Lipid,45.25
42111500,Magnesium,151
14640008,Calcium,415
53452420,Polysaturated_Fat,12.86
58104720,Calcium,347
13252600,Saturated_Fat,14.158
58108000,Calcium,389
27515080,Phosphorus,397
95201600,Choline,225
95201600,Protein,58.14
95201600,Retinol,872
95201600,Calcium,698
95201600,Magnesium,233
95201600,Phosphorus,581
95201600,Potassium,872
95201600,Vitamin_A_-_RAE,872
95201600,Vitamin_B6,1.163
53360000,Beta_Carotene,4695
41209000,Monosaturated_Fat,16.821
41209000,Polysaturated_Fat,17.008
41209000,Total_Lipid,41.16
95230010,Choline,312.9
95230010,Protein,55.56
95230010,Copper,2.62
95230010,Iron,12
95230010,Phosphorus,1272
95230010,Potassium,933
43104000,Fiber,27.3
43104000,Thiamin,1.644
43104000,Polysaturated_Fat,28.73
43104000,Total_Lipid,42.16
43104000,Copper,1.22
43104000,Magnesium,392
43104000,Phosphorus,642
43104000,Potassium,813
43108010,Fiber,27.3
43108010,Thiamin,1.644
43108010,Polysaturated_Fat,28.73
43108010,Total_Lipid,42.16
43108010,Copper,1.22
43108010,Magnesium,392
43108010,Phosphorus,642
43108010,Potassium,813
14640026,Calcium,608
14640050,Calcium,610
14640100,Calcium,610
14640105,Calcium,610
41810250,Choline,134.8
41810250,Fiber,10.2
41810250,Protein,32
41810250,Polysaturated_Fat,13.548
41810250,Sodium,1770
71980100,Potassium,635
42114130,Fiber,10.3
42114130,Monosaturated_Fat,24.534
42114130,Polysaturated_Fat,13.346
42114130,Total_Lipid,45.82
42114130,Copper,1.293
42114130,Phosphorus,469
42114130,Potassium,1007
74406500,Lycopene,6753
74406500,Sodium,1262
58110130,Alpha_Carotene,1582
58110130,Beta_Carotene,3633
14640022,Calcium,408
14640024,Calcium,408
14640010,Calcium,386
14640012,Calcium,386
58118210,Saturated_Fat,18.009
71950010,Potassium,616
71962020,Potassium,616
71962040,Potassium,616
42114145,Fiber,10
42114145,Monosaturated_Fat,25.054
42114145,Polysaturated_Fat,14.181
42114145,Total_Lipid,47.44
42114145,Copper,1.254
42114145,Phosphorus,455
42114145,Potassium,977
14640040,Phosphorus,389
14640042,Phosphorus,389
71945010,Potassium,668
74401010,Lycopene,12062
74401110,Lycopene,12062
14640064,Phosphorus,389
14640066,Phosphorus,389
14640160,Phosphorus,389
14640165,Phosphorus,389
42114142,Fiber,9.9
42114142,Monosaturated_Fat,24.93
42114142,Polysaturated_Fat,14.111
42114142,Total_Lipid,47.21
42114142,Copper,1.248
42114142,Phosphorus,453
42114142,Potassium,972
27560120,Calcium,464
42114140,Fiber,9.9
42114140,Monosaturated_Fat,24.806
42114140,Polysaturated_Fat,14.041
42114140,Total_Lipid,46.98
42114140,Copper,1.242
42114140,Phosphorus,450
42114140,Potassium,967
14640028,Calcium,582
14640030,Calcium,582
14640052,Calcium,584
14640054,Calcium,584
14640110,Calcium,584
14640115,Calcium,584
58161200,Saturated_Fat,15.17
14640044,Calcium,386
14640068,Calcium,387
14640185,Calcium,387
14640032,Calcium,366
14640056,Calcium,368
14640125,Calcium,368
14108015,Protein,34.8
14108015,Calcium,842
14108015,Phosphorus,667
14108015,Sodium,1450
27520120,Calcium,718
27520120,Phosphorus,424
41104020,Fiber,8.9
43102300,Fiber,10.6
43102300,Polysaturated_Fat,31.395
43102300,Total_Lipid,47.56
43102300,Copper,1.747
43102300,Magnesium,123
43102300,Phosphorus,1103
43102300,Potassium,812
43102300,Vitamin_E,24.92
58116210,Monosaturated_Fat,14.999
58116210,Saturated_Fat,12.558
58116210,Total_Lipid,33.2
58116210,Sodium,1159
53451750,Alpha_Carotene,1657
41101020,Fiber,8.9
41420110,Sodium,3728
41104080,Fiber,7.7
13120140,Saturated_Fat,13.099
41101070,Fiber,8.3
75221160,Potassium,1749
41901020,Thiamin,1.463
41106080,Fiber,8
14640046,Calcium,360
14640048,Calcium,360
13120100,Saturated_Fat,13.202
14640070,Calcium,362
14640072,Calcium,362
14640190,Calcium,362
14640195,Calcium,362
41103990,Fiber,8.4
41104010,Fiber,8.4
41102080,Fiber,10.1
41101060,Fiber,8
43102000,Fiber,11.1
43102000,Polysaturated_Fat,32.884
43102000,Total_Lipid,49.8
43102000,Copper,1.83
43102000,Magnesium,129
43102000,Phosphorus,1155
43102000,Potassium,850
43102000,Vitamin_E,26.1
43102400,Fiber,11.1
43102400,Polysaturated_Fat,32.884
43102400,Total_Lipid,49.8
43102400,Copper,1.83
43102400,Magnesium,129
43102400,Phosphorus,1155
43102400,Potassium,850
43102400,Vitamin_E,26.1
41106040,Fiber,7.7
41106110,Fiber,8.5
41100990,Fiber,8.3
41101010,Fiber,8.3
43102100,Fiber,11
43102100,Polysaturated_Fat,32.494
43102100,Total_Lipid,49.21
43102100,Copper,1.808
43102100,Magnesium,127
43102100,Phosphorus,1141
43102100,Potassium,840
43102100,Vitamin_E,25.79
83112950,Polysaturated_Fat,17.326
83112950,Total_Lipid,33.33
41104200,Fiber,8.1
41102020,Fiber,8.6
91560100,Saturated_Fat,18.094
41106510,Fiber,9.7
41102040,Fiber,9.8
41102110,Fiber,9.8
63134010,Fiber,10.4
83105500,Polysaturated_Fat,22.839
83105500,Total_Lipid,40.83
42110050,Selenium,147.1
42110050,Monosaturated_Fat,29.667
42110050,Polysaturated_Fat,14.999
42110050,Total_Lipid,54.13
42110050,Copper,1.604
42110050,Magnesium,239
42110050,Phosphorus,459
42110050,Potassium,639
42110050,Vitamin_E,9.68
58160470,Alpha_Carotene,926
12220200,Saturated_Fat,21.783
58134620,Lycopene,5945
58100013,Choline,131.8
27560705,Calcium,376
